                  GLOBAL Station Temperature Index in degrees Celsius   base period: 1951-1980

                              sources:  GHCN-v3 1880-07/2017 (meteorological stations only)
                              using elimination of outliers and homogeneity adjustment
                              Notes: 1950 DJF = Dec 1949 - Feb 1950 ;  ***** = missing

                                                                                   AnnMean
Year    Jan   Feb   Mar   Apr   May   Jun   Jul   Aug   Sep   Oct   Nov   Dec     J-D   D-N     DJF   MAM   JJA   SON
1894   -.91  -.67  -.45  -.70  -.71  -.52  -.42  -.36  -.46  -.14  -.19  -.22    -.48  -.50    -.67  -.62  -.43  -.27
1895   -.73  -.83  -.54  -.51  -.34  -.33  -.58  -.23  -.18  -.14  -.20  -.12    -.40  -.40    -.60  -.46  -.38  -.17
1896   -.28  -.33  -.57  -.50  -.48  -.51  -.26  -.43  -.16  -.09  -.50  -.27    -.36  -.35    -.24  -.52  -.40  -.25
1897   -.32  -.55  -.35  -.16  -.31  -.22  -.15  -.36  -.20  -.28  -.05  -.28    -.27  -.27    -.38  -.27  -.24  -.17
1898   -.16  -.48  -.84  -.60  -.67  -.35  -.40  -.28  -.07  -.45  -.54  -.25    -.43  -.43    -.31  -.71  -.35  -.35
1899   -.47  -.65  -.41  -.29  -.44  -.58  -.35  -.33  -.05  -.31  -.06  -.26    -.35  -.35    -.45  -.38  -.42  -.14
1900   -.58  -.08  -.21  -.19  -.21  -.16  -.40  -.20  -.11   .11  -.16  -.08    -.19  -.20    -.31  -.20  -.25  -.05
1901   -.22  -.14  -.13  -.11  -.23  -.02  -.30  -.26  -.02  -.21  -.17  -.26    -.17  -.16    -.15  -.16  -.19  -.13
1902   -.31  -.06  -.21  -.22  -.35  -.38  -.47  -.54  -.43  -.48  -.51  -.59    -.38  -.35    -.21  -.26  -.47  -.47
1903   -.36  -.16  -.20  -.56  -.46  -.67  -.34  -.46  -.46  -.53  -.48  -.63    -.44  -.44    -.37  -.41  -.49  -.49
1904   -.81  -.77  -.57  -.45  -.66  -.52  -.65  -.53  -.49  -.56  -.29  -.45    -.56  -.58    -.74  -.56  -.56  -.44
1905   -.45 -1.00  -.27  -.35  -.38  -.33  -.47  -.29  -.25  -.40  -.11  -.27    -.38  -.40    -.63  -.34  -.36  -.25
1906   -.18  -.34  -.36   .02  -.24  -.27  -.26  -.20  -.33  -.22  -.56  -.27    -.27  -.27    -.26  -.19  -.24  -.37
1907   -.50  -.69  -.46  -.62  -.62  -.71  -.46  -.58  -.41  -.36  -.63  -.69    -.56  -.53    -.49  -.57  -.58  -.47
1908   -.39  -.34  -.53  -.47  -.35  -.46  -.42  -.41  -.19  -.43  -.61  -.42    -.42  -.44    -.47  -.45  -.43  -.41
1909   -.80  -.60  -.51  -.62  -.61  -.45  -.37  -.12  -.22  -.20  -.17  -.57    -.44  -.43    -.61  -.58  -.31  -.19
1910   -.47  -.40  -.49  -.33  -.28  -.37  -.24  -.16  -.12  -.32  -.54  -.68    -.37  -.36    -.48  -.37  -.26  -.32
1911   -.68  -.67  -.63  -.54  -.40  -.40  -.18  -.26  -.27  -.19  -.14  -.26    -.38  -.42    -.68  -.52  -.28  -.20
1912   -.20  -.14  -.44  -.30  -.21  -.28  -.52  -.65  -.38  -.49  -.45  -.36    -.37  -.36    -.20  -.32  -.48  -.44
1913   -.47  -.51  -.61  -.33  -.65  -.64  -.25  -.24  -.23  -.32  -.17   .02    -.37  -.40    -.45  -.53  -.38  -.24
1914    .12  -.06  -.06  -.22  -.05  -.12  -.24  -.10  -.10   .10  -.36  -.24    -.11  -.09     .03  -.11  -.15  -.12
1915   -.20   .03  -.14  -.05  -.25  -.26  -.01  -.22  -.04  -.13   .01  -.13    -.12  -.13    -.14  -.15  -.16  -.05
1916   -.09  -.15  -.49  -.31  -.38  -.53  -.40  -.14  -.20  -.17  -.40  -.83    -.34  -.28    -.13  -.39  -.36  -.26
1917   -.55  -.78  -.82  -.56  -.83  -.49  -.03  -.41  -.35  -.53  -.35  -.97    -.56  -.54    -.72  -.74  -.31  -.41
1918   -.66  -.62  -.51  -.57  -.80  -.47  -.51  -.51  -.20  -.02  -.28  -.38    -.46  -.51    -.75  -.63  -.49  -.17
1919   -.33  -.28  -.15  -.15  -.20  -.21  -.12  -.11  -.23  -.10  -.46  -.33    -.22  -.23    -.33  -.17  -.15  -.27
1920   -.15  -.33  -.21  -.24  -.35  -.42  -.26  -.19  -.20  -.48  -.37  -.52    -.31  -.29    -.27  -.27  -.29  -.35
1921   -.06  -.20  -.16  -.21  -.22  -.14  -.03  -.50  -.17  -.14  -.30  -.21    -.19  -.22    -.26  -.20  -.22  -.20
1922   -.43  -.49  -.34  -.13  -.40  -.35  -.07  -.27  -.16  -.30  -.14  -.18    -.27  -.27    -.38  -.29  -.23  -.20
1923   -.27  -.24  -.25  -.49  -.35  -.30  -.52  -.39  -.32  -.12  -.05  -.11    -.28  -.29    -.23  -.36  -.41  -.16
1924   -.31  -.46  -.17  -.54  -.31  -.20  -.18  -.19  -.09  -.17  -.08  -.33    -.25  -.23    -.29  -.34  -.19  -.12
1925   -.47  -.41  -.29  -.21  -.37  -.45  -.45  -.13  -.34  -.39  -.06   .14    -.29  -.32    -.40  -.29  -.34  -.26
1926    .22   .24   .16  -.14  -.39  -.26  -.20  -.02  -.02  -.16  -.01  -.29    -.07  -.04     .20  -.12  -.16  -.06
1927   -.23  -.22  -.42  -.38  -.34  -.30  -.08  -.29  -.15   .10   .08  -.27    -.21  -.21    -.25  -.38  -.22   .01
1928    .03  -.05  -.14  -.11  -.42  -.59  -.09  -.07  -.01  -.08   .06  -.08    -.13  -.14    -.10  -.22  -.25  -.01
1929   -.31  -.54  -.38  -.46  -.45  -.47  -.41  -.40  -.23  -.02  -.07  -.64    -.36  -.32    -.31  -.43  -.43  -.11
1930   -.24  -.24  -.09  -.25  -.18  -.24  -.24  -.19  -.15  -.32   .06  -.10    -.18  -.23    -.37  -.17  -.22  -.13
1931   -.16  -.31  -.07  -.31  -.20  -.11   .04   .07  -.18   .02  -.19   .05    -.11  -.12    -.19  -.19   .00  -.12
1932    .32  -.29  -.22   .05  -.19  -.46  -.23  -.19   .05   .07  -.11  -.15    -.11  -.09     .03  -.12  -.29   .00
1933   -.38  -.28  -.27  -.21  -.14  -.28  -.13  -.20  -.12  -.09  -.38  -.56    -.25  -.22    -.27  -.20  -.20  -.20
1934   -.16  -.13  -.37  -.36   .00  -.18   .00   .06  -.09  -.08   .03   .06    -.10  -.15    -.28  -.24  -.04  -.04
1935   -.34   .21   .03  -.51  -.36  -.23  -.29  -.26  -.40  -.08  -.33  -.20    -.23  -.21    -.02  -.28  -.26  -.27
1936   -.29  -.44  -.17  -.04  -.30  -.18   .20   .00  -.02   .00   .02   .08    -.10  -.12    -.31  -.17   .01   .00
1937   -.13   .05  -.22  -.20  -.03  -.05  -.12   .04   .23   .20   .28  -.09     .00   .01     .00  -.15  -.04   .24
1938   -.01  -.01   .19   .26   .08  -.13   .00  -.09   .09   .29   .11  -.12     .05   .06    -.04   .18  -.07   .16
1939   -.03  -.18  -.37  -.17  -.02  -.11  -.14  -.25  -.14  -.10  -.17   .32    -.11  -.15    -.11  -.19  -.17  -.14
1940   -.21   .05   .09   .02   .05   .16   .20   .07   .19   .05   .05   .23     .08   .08     .05   .05   .14   .09
1941    .01   .18  -.13  -.01   .08   .12   .25   .03  -.21   .08  -.07   .02     .03   .05     .14  -.02   .13  -.07
1942    .19  -.05  -.03  -.03   .00   .05   .02   .07   .04  -.02   .10   .02     .03   .03     .05  -.02   .05   .04
1943   -.22   .02  -.16  -.02  -.12  -.14   .06  -.20   .03   .25   .05   .17    -.02  -.04    -.06  -.10  -.09   .11
1944    .30   .10   .06  -.10  -.08  -.09   .01   .04   .20   .18  -.03  -.23     .03   .06     .19  -.04  -.01   .12
1945   -.01  -.17  -.04   .10  -.29  -.34  -.25   .16   .04   .02  -.09  -.38    -.10  -.09    -.14  -.08  -.14  -.01
1946   -.01  -.07  -.18   .03  -.02  -.20   .02  -.05   .00  -.17  -.09  -.31    -.09  -.09    -.15  -.06  -.08  -.09
1947   -.14   .02   .17   .11  -.01   .02  -.05   .00   .01   .23   .22  -.17     .03   .02    -.14   .09  -.01   .16
1948    .19  -.17  -.29  -.12   .03   .05  -.16  -.19   .00  -.03  -.17  -.20    -.09  -.09    -.05  -.13  -.10  -.07
1949    .02  -.36  -.07  -.26  -.14  -.17  -.10  -.12  -.07   .00  -.06  -.18    -.13  -.13    -.18  -.16  -.13  -.04
1950   -.31  -.32  -.06  -.23  -.22  -.10  -.13  -.34  -.19  -.22  -.41  -.19    -.23  -.23    -.27  -.17  -.19  -.27
1951   -.38  -.48  -.16  -.05   .04  -.05  -.06   .08   .07  -.01  -.04   .12    -.08  -.10    -.35  -.06  -.01   .01
1952    .07   .10  -.20  -.09  -.13  -.11   .03   .08   .12  -.04  -.22  -.04    -.04  -.02     .10  -.14   .00  -.05
1953    .09   .05   .14   .10  -.04   .01  -.04   .10   .08   .05   .00   .14     .06   .04     .03   .07   .02   .04
1954   -.31  -.09  -.11  -.15  -.19  -.21  -.27  -.17  -.17   .00   .16  -.13    -.14  -.11    -.09  -.15  -.22   .00
1955    .22  -.10  -.39  -.19  -.18  -.19  -.17   .10  -.11   .01  -.25  -.31    -.13  -.12    -.01  -.25  -.09  -.12
1956   -.24  -.32  -.33  -.25  -.30  -.11  -.12  -.32  -.15  -.24  -.24  -.20    -.23  -.24    -.29  -.29  -.18  -.21
1957   -.15  -.05  -.08   .01   .00   .15  -.11   .14   .10   .01   .14   .20     .03   .00    -.13  -.02   .06   .08
1958    .42   .25   .19   .09   .12  -.17   .08  -.10  -.06   .10   .09  -.06     .08   .10     .29   .13  -.06   .04
1959    .04   .09   .24   .19   .00   .09   .10   .01  -.13  -.10  -.08   .10     .05   .03     .03   .14   .06  -.10
1960    .08   .27  -.47  -.20  -.14  -.01  -.11   .07   .08   .12  -.10   .17    -.02  -.03     .15  -.27  -.02   .03
1961    .09   .22   .03   .13   .17   .12   .00   .08   .16   .09   .08  -.14     .09   .11     .16   .11   .07   .11
1962    .08   .16   .11   .06  -.11   .05  -.12  -.08   .01   .02   .10   .01     .02   .01     .03   .02  -.05   .04
1963   -.01   .24  -.23  -.19  -.13   .03   .06   .18   .22   .10   .06  -.05     .02   .03     .08  -.18   .09   .12
1964   -.06  -.17  -.27  -.36  -.33  -.13  -.08  -.29  -.37  -.34  -.21  -.34    -.25  -.22    -.09  -.32  -.17  -.31
1965   -.05  -.18  -.12  -.29  -.16  -.15  -.26  -.08  -.27  -.09  -.13  -.19    -.16  -.18    -.19  -.19  -.17  -.16
1966   -.22  -.03   .14  -.09  -.10  -.04   .11  -.10  -.02  -.26  -.05  -.08    -.06  -.07    -.15  -.02  -.01  -.11
1967   -.08  -.26   .01  -.09   .17  -.13   .05   .03   .00   .11   .00   .00    -.01  -.02    -.14   .03  -.02   .04
1968   -.21  -.17   .32  -.09  -.18  -.11  -.13  -.08  -.27   .06  -.08  -.21    -.10  -.08    -.13   .02  -.11  -.09
1969   -.16  -.26  -.10   .11   .16   .04  -.02  -.09   .01   .09   .08   .33     .02  -.03    -.21   .06  -.02   .06
1970    .04   .27   .10   .12  -.05   .12   .09  -.07   .16   .11   .04  -.10     .07   .10     .21   .06   .05   .10
1971   -.01  -.13  -.20  -.04  -.06  -.20  -.09   .03   .02  -.02  -.11  -.05    -.07  -.08    -.08  -.10  -.09  -.03
1972   -.29  -.31  -.07  -.05  -.02   .08   .06   .20   .05  -.03  -.05   .14    -.02  -.04    -.21  -.04   .11  -.01
1973    .25   .31   .37   .35   .35   .28   .20   .06   .11   .20   .10  -.02     .21   .23     .24   .35   .18   .13
1974   -.06  -.24  -.01  -.08   .02   .01  -.02   .13  -.15  -.08  -.07  -.04    -.05  -.05    -.11  -.02   .04  -.10
1975    .06   .10   .13   .04   .26   .04   .07  -.25  -.03  -.04  -.06  -.22     .01   .02     .04   .15  -.05  -.04
1976   -.01  -.07  -.30  -.23  -.23  -.18  -.16  -.23  -.15  -.36  -.16  -.02    -.18  -.19    -.10  -.26  -.19  -.22
1977    .14   .23   .31   .31   .30   .32   .31   .29  -.09   .00   .24   .15     .21   .20     .12   .31   .31   .05
1978    .14   .20   .28   .27   .21   .04   .19  -.14   .15   .04   .15   .12     .14   .14     .16   .25   .03   .11
1979    .17  -.10   .26   .20   .09   .21   .04   .13   .30   .27   .30   .53     .20   .17     .06   .18   .13   .29
1980    .36   .46   .41   .44   .46   .22   .37   .31   .33   .24   .29   .19     .34   .37     .45   .44   .30   .29
1981    .62   .57   .66   .50   .33   .38   .51   .54   .28   .11   .22   .47     .43   .41     .46   .50   .48   .20
1982    .12   .25   .00   .03   .26   .05   .18   .08   .10   .02   .13   .42     .14   .14     .28   .10   .10   .08
1983    .50   .41   .48   .41   .48   .28   .21   .46   .57   .35   .33   .19     .39   .41     .44   .46   .32   .42
1984    .24   .17   .38   .16   .47   .04   .19   .27   .27   .22   .11   .03     .21   .23     .20   .33   .17   .20
1985    .32   .03   .27   .21   .22   .27   .03   .36   .26   .15   .09   .14     .19   .19     .13   .23   .22   .17
1986    .39   .52   .40   .43   .33   .13   .15   .21   .03   .12   .12   .20     .25   .25     .35   .39   .16   .09
1987    .43   .53   .25   .38   .30   .55   .59   .27   .36   .34   .29   .56     .40   .37     .39   .31   .47   .33
1988    .67   .49   .62   .50   .62   .60   .45   .56   .55   .55   .18   .38     .51   .53     .57   .58   .53   .43
1989    .26   .46   .45   .43   .19   .15   .48   .52   .53   .43   .23   .40     .38   .38     .37   .35   .38   .40
1990    .53   .41   .85   .64   .55   .46   .62   .42   .31   .51   .53   .47     .53   .52     .45   .68   .50   .45
1991    .50   .63   .48   .74   .43   .70   .63   .57   .63   .36   .34   .33     .53   .54     .53   .55   .63   .44
1992    .51   .43   .54   .24   .28   .30   .08   .14  -.03   .09   .03   .25     .24   .24     .42   .35   .18   .03
1993    .40   .42   .33   .31   .28   .29   .40   .22   .10   .24   .10   .20     .27   .28     .36   .31   .30   .15
1994    .40   .09   .28   .54   .28   .57   .42   .27   .42   .42   .52   .44     .39   .37     .23   .36   .42   .45
1995    .57   .91   .53   .59   .39   .52   .64   .58   .47   .68   .54   .41     .57   .57     .64   .50   .58   .57
1996    .43   .61   .46   .51   .36   .34   .58   .76   .44   .33   .51   .55     .49   .48     .48   .44   .56   .43
1997    .48   .56   .67   .41   .44   .68   .35   .46   .51   .61   .72   .69     .55   .54     .53   .51   .50   .61
1998    .72  1.20   .84   .82   .93  1.04   .91   .84   .58   .68   .65   .78     .83   .83     .87   .86   .93   .63
1999    .67   .85   .49   .41   .48   .62   .63   .54   .65   .63   .58   .51     .59   .61     .77   .46   .60   .62
2000    .30   .78   .70   .74   .56   .69   .63   .60   .55   .34   .47   .48     .57   .57     .53   .67   .64   .45
2001    .57   .62   .67   .59   .72   .65   .71   .63   .70   .61   .78   .73     .67   .65     .56   .66   .67   .70
2002    .96   .89  1.12   .79   .87   .64   .83   .68   .81   .64   .71   .54     .79   .81     .86   .93   .71   .72
2003    .93   .75   .73   .70   .88   .64   .66   .87   .82   .85   .65   .88     .78   .75     .74   .77   .72   .77
2004    .73   .94   .84   .76   .49   .67   .23   .59   .59   .83   .88   .66     .68   .70     .85   .70   .49   .77
2005    .96   .87   .96   .85   .76   .84   .81   .74   .99  1.00   .91   .90     .88   .86     .83   .85   .80   .96
2006    .77   .92   .80   .69   .50   .77   .66   .83   .74   .83   .85   .89     .77   .77     .86   .67   .76   .81
2007   1.22   .94   .93   .95   .94   .66   .79   .85   .82   .80   .73   .71     .86   .88    1.02   .94   .77   .78
2008    .48   .46   .91   .67   .57   .53   .73   .40   .83   .74   .82   .73     .66   .65     .55   .72   .55   .79
2009    .75   .75   .66   .75   .84   .81   .88   .85   .91   .74   .84   .77     .80   .79     .74   .75   .85   .83
2010    .97  1.05  1.13   .99   .96   .85   .73   .83   .86   .95  1.01   .69     .92   .93     .93  1.03   .80   .94
2011    .72   .69   .77   .82   .65   .74   .91   .96   .78   .84   .78   .80     .79   .78     .70   .75   .87   .80
2012    .62   .59   .71   .79   .94   .72   .57   .86   .90   .93   .94   .72     .77   .78     .67   .81   .72   .93
2013    .98   .75   .86   .67   .67   .87   .66   .80  1.01   .85   .89   .84     .82   .81     .81   .73   .78   .92
2014    .95   .67   .79   .90  1.05   .77   .73   .86  1.10  1.02   .80   .98     .89   .87     .82   .91   .79   .98
2015    .95  1.07  1.11   .77   .85   .84   .69   .90   .80  1.19  1.22  1.41     .98   .95    1.00   .91   .81  1.07
2016   1.39  1.66  1.66  1.36  1.16   .91   .97  1.28  1.10  1.21  1.20  1.15    1.25  1.28    1.49  1.39  1.05  1.17
2017   1.16  1.44  1.39  1.19  1.22   .76  1.10   ***   ***   ***   ***   ***     ***   ***    1.25  1.27   ***   ***
