           GLOBAL Temperature Anomalies in 0.01 degrees Celsius    base period: 1951-1980
     
                  sources: GHCN-v3 1880-01/2012 (meteorological stations only)
                    using elimination of outliers and homogeneity adjustment
                    Notes: 1941 DJF = Dec 1940 - Feb 1941 ;  ***** = missing
     
Year   Jan   Feb   Mar   Apr   May   Jun   Jul   Aug   Sep   Oct     Nov   Dec     J-D   D-N   DJF   MAM   JJA   SON
1899   -.3  -.48  -.27  -.16  -.35  -.47  -.16  -.17    .1  -.17     .11  -.07     -.2   -.2   -.3  -.26  -.27   .02
1900  -.38   .09  -.05  -.06  -.09  -.05  -.26  -.09    .0   .27     .02   .06    -.04  -.05  -.12  -.06  -.13    .1
1901  -.15   .04   .01  -.02  -.11   .11   -.2  -.15   .08  -.07    -.02  -.07    -.05  -.03  -.02  -.04  -.08    .0
1902  -.18    .1  -.06  -.06  -.18  -.25  -.29   -.4  -.28  -.35    -.38  -.44    -.23   -.2  -.05   -.1  -.31  -.34
1903  -.21  -.01  -.05  -.41  -.32  -.52   -.2  -.31  -.34  -.38    -.33  -.51     -.3  -.29  -.22  -.26  -.34  -.35
1904  -.69  -.62  -.41  -.32  -.56  -.35  -.47  -.38  -.34  -.42    -.12  -.25    -.41  -.43  -.61  -.43   -.4   -.3
1905  -.28  -.84  -.13  -.21  -.22  -.23  -.31  -.13  -.13  -.25     .04  -.14    -.24  -.25  -.46  -.19  -.23  -.11
1906  -.04  -.21  -.19   .18   -.1   -.1   -.1  -.08  -.19  -.08     -.4  -.14    -.12  -.12  -.13  -.03   -.1  -.22
1907  -.34  -.54  -.34  -.48  -.54  -.53  -.28  -.43  -.28  -.22     -.5  -.53    -.42  -.38  -.34  -.45  -.41  -.33
1908  -.23   -.2  -.38  -.32   -.2  -.28  -.24  -.27  -.06  -.27    -.47  -.28    -.27  -.29  -.32   -.3  -.26  -.27
1909  -.61  -.46  -.34  -.47  -.44  -.28  -.19   .02  -.09  -.06    -.04  -.41    -.28  -.27  -.45  -.42  -.15  -.06
1910  -.29  -.21  -.28  -.15   -.1  -.18  -.05    .0   .03  -.19    -.36   -.5    -.19  -.18   -.3  -.18  -.07  -.17
1911  -.48  -.46  -.44  -.36  -.22  -.24  -.03  -.12  -.13  -.05    -.03  -.13    -.23  -.26  -.48  -.34  -.13  -.07
1912  -.05   .01  -.29  -.23  -.15  -.11  -.34  -.49  -.26  -.39    -.34   -.2    -.24  -.23  -.06  -.22  -.31  -.33
1913  -.31   -.4  -.47  -.17  -.49  -.42  -.08  -.07  -.08  -.19    -.04   .13    -.22  -.24   -.3  -.38  -.19   -.1
1914   .25   .06   .07  -.06   .11   .07  -.07    .0  -.01   .19    -.24  -.12     .02   .04   .15   .04    .0  -.02
1915  -.08   .15    .0   .09  -.08  -.12   .16  -.06   .09    .0     .12  -.04     .02   .01  -.02    .0  -.01   .07
1916  -.01  -.02  -.34  -.19  -.27  -.38  -.23    .0  -.04  -.06    -.29   -.7    -.21  -.16  -.02  -.27   -.2  -.13
1917   -.4  -.63  -.68  -.43  -.71  -.34   .12  -.27  -.23   -.4    -.26   -.8    -.42  -.41  -.58  -.61  -.16   -.3
1918  -.54  -.55  -.42  -.45  -.66  -.32  -.37  -.35  -.09   .12    -.14  -.22    -.33  -.38  -.63  -.51  -.35  -.04
1919  -.13  -.12  -.05  -.03  -.07  -.09   .04   .03   -.1   .04    -.33  -.21    -.08  -.09  -.16  -.05  -.01  -.13
1920  -.02  -.19  -.14  -.09  -.27  -.26  -.08  -.08  -.08  -.34    -.24  -.36    -.18  -.17  -.14  -.17  -.14  -.22
1921   .07  -.09  -.03  -.07  -.12    .0   .11  -.36  -.06    .0    -.18  -.08    -.07  -.09  -.13  -.07  -.08  -.08
1922  -.26  -.28  -.19   .04  -.24  -.19   .07  -.14  -.03  -.15    -.02  -.03    -.12  -.12  -.21  -.13  -.08  -.07
1923  -.13  -.13  -.12  -.37  -.21  -.19   -.4   -.3  -.24  -.03     .04   .01    -.17  -.18   -.1  -.24  -.29  -.08
1924  -.18  -.28  -.02  -.39  -.18  -.07  -.05  -.04  -.01  -.08      .0  -.28    -.13  -.11  -.15   -.2  -.05  -.03
1925  -.36  -.27  -.16  -.08  -.23  -.29  -.25  -.02  -.23  -.22      .1   .23    -.15  -.19   -.3  -.16  -.19  -.12
1926   .33   .43   .29  -.03  -.23  -.13  -.05   .11   .12  -.02     .14  -.15     .07    .1   .33   .01  -.02   .08
1927  -.05  -.04  -.23  -.25  -.19  -.17   .06  -.17   .02   .23     .21  -.14    -.06  -.06  -.08  -.22   -.1   .15
1928   .13   .07  -.02  -.01   -.3  -.46   .02   .01   .03    .0     .16   .05    -.03  -.04   .02  -.11  -.14   .06
1929  -.17  -.35  -.27  -.33  -.27  -.31  -.24  -.26  -.11   .12     .07  -.48    -.22  -.17  -.16  -.29  -.27   .03
1930  -.13  -.05   .04  -.06  -.02  -.09  -.06  -.06  -.06  -.16     .22   .06    -.03  -.08  -.22  -.01  -.07    .0
1931  -.02  -.16   .04  -.16  -.08  -.02   .19   .19  -.09   .12    -.06   .19     .01    .0  -.04  -.07   .12  -.01
1932   .41  -.19  -.12   .18  -.06  -.33   -.1   -.1    .1   .17    -.01   -.1    -.01   .01   .14    .0  -.18   .08
1933  -.24  -.16  -.15   -.1  -.05   -.2  -.02  -.12  -.04  -.01    -.28  -.45    -.15  -.12  -.17   -.1  -.12  -.11
1934  -.07    .0  -.26  -.23   .11  -.05   .11   .12   .01   .06     .18    .2     .01  -.04  -.17  -.13   .06   .08
1935  -.21   .32   .12  -.36  -.23  -.11  -.15  -.15  -.34   .04    -.21  -.09    -.12  -.09    .1  -.16  -.14  -.17
1936   -.2  -.36  -.12   .02  -.21  -.08   .27   .06   .01   .05     .08   .14    -.03  -.05  -.22   -.1   .08   .05
1937  -.07   .09  -.14  -.12   .05   .04  -.01   .11   .27   .27     .37   .02     .07   .08   .05  -.07   .05    .3
1938   .08   .08   .26   .32   .19  -.04   .09  -.03   .13   .37     .17  -.02     .13   .14   .06   .25   .01   .23
1939   .03  -.08  -.29   -.1   .06  -.03  -.06   -.2  -.08  -.06     -.1   .39    -.04  -.08  -.02  -.11   -.1  -.08
1940  -.13   .09   .13   .03   .08   .18   .25    .1   .19   .09     .07   .25     .11   .12   .11   .08   .18   .12
1941   .09   .25  -.05   .04   .13   .14   .28   .09  -.17   .12     .01   .07     .08    .1    .2   .04   .17  -.02
1942   .28   .03   .02   .03   .06   .09   .06   .09   .07   .03     .17   .09     .08   .08   .13   .04   .08   .09
1943  -.16   .08  -.12   .04  -.04  -.08   .13  -.16   .07   .31      .1   .22     .03   .02    .0  -.04  -.04   .16
1944   .35   .16   .14  -.06  -.05   -.1   .05   .07    .2   .22     .06  -.11     .08   .11   .24   .01   .01   .16
1945   .09  -.07   .03   .14  -.14  -.25  -.17   .23   .09   .09      .0  -.29    -.02    .0  -.03   .01  -.06   .06
1946   .06   .02   -.1    .1   .07   -.1   .08  -.05   .04  -.15    -.03  -.25    -.03  -.03  -.07   .02  -.02  -.05
1947  -.04    .1   .23   .17   .04    .0   .06   .07   .03   .28     .25  -.08     .09   .08  -.06   .15   .04   .19
1948   .23  -.11  -.23  -.07   .06   .12  -.13  -.15  -.01   .02    -.13  -.11    -.04  -.04   .01  -.08  -.05  -.04
1949   .08  -.29  -.04  -.21  -.13  -.19  -.06  -.12  -.03   .04    -.05   -.1    -.09  -.09  -.11  -.13  -.12  -.01
1950  -.25   -.3  -.07  -.21   -.2   -.1  -.09  -.32  -.16  -.18    -.34  -.14     -.2  -.19  -.22  -.16  -.17  -.22
1951  -.33  -.43  -.12  -.02    .1  -.09  -.07   .13   .03   .08     .05   .18    -.04  -.07   -.3  -.01  -.01   .05
1952   .13   .15  -.13  -.04  -.09  -.07   .08   .13   .15    .0    -.18  -.02     .01   .03   .15  -.09   .05  -.01
1953   .14   .09   .18   .12   .01   .06    .0   .13    .1   .07     .05   .19      .1   .08   .07    .1   .06   .07
1954  -.26  -.06   -.1  -.12  -.18  -.19  -.24  -.16  -.17   .03     .21  -.08    -.11  -.09  -.04  -.13  -.19   .03
1955   .23  -.07  -.34  -.15  -.13  -.14  -.12   .15  -.11   .04    -.23  -.26     -.1  -.08   .03  -.21  -.04   -.1
1956  -.22  -.29  -.32  -.25  -.26  -.09   -.1  -.32   -.1  -.22     -.2  -.16    -.21  -.22  -.26  -.27  -.17  -.17
1957  -.12  -.03  -.03    .1   .07   .19  -.04   .16   .12  -.01     .18   .19     .06   .04   -.1   .05    .1    .1
1958    .4   .22   .19   .11   .08  -.15    .1  -.08  -.06    .1      .1  -.05     .08    .1   .27   .13  -.04   .05
1959   .06   .06   .23   .15  -.01   .09   .07    .0  -.14  -.07    -.09    .1     .04   .03   .02   .13   .06   -.1
1960   .07   .28  -.43  -.21  -.13  -.05  -.13   .09   .05    .1    -.08   .19    -.02  -.03   .15  -.26  -.03   .02
1961   .08   .22   .04    .1   .23    .1  -.01   .04   .14   .14     .09  -.14     .08   .11   .16   .12   .04   .12
1962   .08    .2    .1   .11  -.13   .11  -.13  -.08   .08   .04     .11   .01     .04   .03   .05   .03  -.04   .08
1963    .0   .25   -.2   -.2  -.13    .0    .1   .16   .24   .06     .03  -.02     .02   .03   .09  -.18   .09   .11
1964  -.05  -.16  -.29  -.38  -.38  -.15  -.08   -.3  -.38  -.34    -.21  -.32    -.25  -.23  -.07  -.35  -.18  -.31
1965  -.05  -.19   -.1   -.3  -.12  -.14  -.27  -.09  -.23  -.11    -.13  -.21    -.16  -.17  -.19  -.17  -.17  -.16
1966  -.25  -.07   .13  -.12  -.08  -.06   .11  -.11  -.04  -.25    -.05  -.07    -.07  -.08  -.17  -.02  -.02  -.11
1967  -.07  -.27   .02  -.08   .12  -.14   .07    .0   .03   .16     .04  -.01    -.01  -.02  -.14   .02  -.02   .08
1968  -.19  -.17   .33  -.08  -.14  -.07  -.12  -.06  -.23   .08    -.06   -.2    -.08  -.06  -.12   .03  -.08  -.07
1969  -.15  -.26  -.12   .13   .12   .09  -.06  -.08    .0   .08     .09   .34     .01  -.03   -.2   .04  -.02   .06
1970   .06    .3   .07   .06  -.06   .09   .07  -.11   .14   .08     .03  -.12     .05   .09   .23   .02   .02   .08
1971  -.03  -.15  -.22  -.05  -.09   -.2  -.07   .04   .02  -.02    -.13  -.06    -.08  -.09   -.1  -.12  -.08  -.04
1972  -.32  -.33  -.11  -.09  -.04   .05   .03   .17   .03  -.07    -.09   .12    -.05  -.07  -.24  -.08   .08  -.05
1973   .22   .33   .36   .34   .31   .26    .2   .05    .1   .17     .06  -.04      .2   .21   .22   .34   .17   .11
1974  -.07  -.23  -.04   -.1    .0    .0  -.02   .11  -.14  -.09    -.11  -.06    -.06  -.06  -.12  -.05   .03  -.11
1975   .07   .07   .15   .02   .27   .02   .05  -.26  -.04  -.06     -.1  -.24    -.01   .01   .03   .14  -.06  -.07
1976  -.06   -.1  -.35  -.25  -.28  -.21  -.19  -.24  -.15  -.37    -.21  -.05    -.21  -.22  -.14  -.29  -.21  -.25
1977   .11   .21   .27    .3    .3    .3   .26   .27  -.11  -.04     .21   .11     .18   .17   .09   .29   .28   .02
1978   .11   .17   .24   .24    .2   .03    .2  -.15   .15   .02      .1   .04     .11   .12   .13   .23   .03   .09
1979   .13  -.12   .22   .21   .01   .18   .01   .11   .24   .23     .26   .49     .16   .13   .01   .15    .1   .24
1980   .31   .38   .38   .43   .45   .19   .32   .29    .3   .17     .26   .15      .3   .33    .4   .42   .26   .24
1981   .59   .53   .63   .45   .28   .34   .48   .49   .22   .05      .2   .44     .39   .37   .42   .45   .43   .16
1982   .08   .22  -.06  -.02   .21  -.02   .14   .04   .04  -.02     .09   .36     .09   .09   .25   .04   .05   .04
1983   .47   .36   .41   .36   .45   .22   .16   .44    .5   .27     .29   .13     .34   .36    .4   .41   .27   .35
1984    .2    .1   .34   .12   .43  -.01   .14   .21   .22   .14     .05  -.02     .16   .17   .15    .3   .11   .14
1985   .26    .0   .21   .12   .15   .22    .0   .31   .18    .1     .02    .1     .14   .13   .08   .16   .18    .1
1986   .33   .46   .34   .36   .27   .11    .1   .16    .0   .07     .07   .15      .2    .2    .3   .32   .12   .05
1987   .38    .5    .2   .35   .24   .49   .54    .2   .28    .3     .28   .52     .36   .33   .34   .26   .41   .29
1988   .62   .43   .54   .42   .56   .54   .36   .43   .46   .45     .08   .28     .43   .45   .52   .51   .44   .33
1989    .2   .38    .4   .32   .17   .14   .41    .4   .47   .36     .15   .31     .31   .31   .29    .3   .32   .33
1990   .45   .37    .8   .55   .47    .4   .58   .38   .21   .49     .49   .41     .47   .46   .38    .6   .45    .4
1991   .44   .54   .42   .64   .36   .62   .56   .51   .53   .27     .27   .28     .46   .47   .47   .47   .56   .36
1992   .46   .35   .49    .2   .22   .25    .0   .07  -.11    .0    -.03   .18     .17   .18   .36    .3   .11  -.05
1993   .33   .34   .31   .25   .24   .18   .28   .13   .04   .16     .04   .16      .2   .21   .28   .26    .2   .08
1994   .36   .04   .24   .48   .24   .52   .33   .19    .4   .32     .41   .41     .33   .31   .19   .32   .35   .38
1995   .53   .85   .47   .55   .33   .45   .59   .53   .37   .63     .49   .36     .51   .52    .6   .45   .52    .5
1996   .38   .56   .41   .39   .35   .29   .51   .72   .35   .28     .45   .48     .43   .42   .43   .39    .5   .36
1997   .43    .5    .6   .34   .38   .61   .27   .37   .41    .5     .63   .63     .47   .46   .47   .44   .42   .51
1998   .67  1.11   .79   .76   .88   .95   .83    .8   .52   .62     .61   .74     .77   .76    .8   .81   .86   .58
1999   .62   .78   .41   .37   .43   .57   .54   .49   .51   .52     .47   .46     .51   .54   .71    .4   .53    .5
2000   .25   .72   .62   .68   .49   .61   .56   .53   .48   .27     .42   .42      .5   .51   .47    .6   .57   .39
2001   .52   .56    .6   .51   .68   .55   .61   .61   .63   .55     .79   .67     .61   .59    .5    .6   .59   .66
2002   .87   .83  1.07   .75   .75   .55   .77   .59   .68   .57     .61   .47     .71   .73   .79   .86   .64   .62
2003   .86   .68   .66   .62    .8   .57   .57    .8   .74   .79      .6    .8     .71   .68   .67   .69   .65   .71
2004   .66   .86    .8   .68   .45   .58   .21   .57   .56   .76     .81   .61     .63   .65   .77   .65   .45   .71
2005   .91   .81   .87   .79   .69   .73    .7   .68   .86   .91     .82   .84      .8   .78   .78   .79    .7   .86
2006   .69   .86   .75   .63   .47   .69   .59   .74   .65   .76     .81   .87     .71   .71    .8   .62   .67   .74
2007  1.16   .86   .85   .87   .86   .58   .71    .8   .75   .75     .62   .63     .79   .81   .96   .86    .7   .71
2008   .41   .37   .82   .58   .52   .42   .66   .36   .72   .67     .76   .68     .58   .58   .47   .64   .48   .72
2009    .7    .7   .61   .68   .74   .75   .78    .8   .86   .68     .78   .72     .73   .73   .69   .67   .78   .77
2010   .91   1.0  1.09   .94   .93   .82   .67   .76   .79   .89     .96   .63     .87   .87   .88   .99   .75   .88
2011   .66   .61    .7   .76   .59   .67   .84   .89   .75   .76     .73   .74     .72   .72   .63   .68    .8   .75
2012   .57     *     *     *     *     *     *     *     *     *       *     *       *     *     *     *     *     *
