                 GLOBAL Temperature Anomalies in .01 C     base period: 1951-1980
     
                    sources: GHCN 1701-12/2000 (meteorological stations only)
                    using elimination of outliers and homogeneity adjustment
                    Notes: 1941 DJF = Dec 1940 - Feb 1941 ;  ***** = missing
     
Year   Jan   Feb   Mar   Apr   May   Jun   Jul   Aug   Sep   Oct     Nov   Dec     J-D   D-N   DJF   MAM   JJA   SON
1919  -.24  -.15  -.06  -.04  -.04  -.02   .05  -.04  -.13   .06    -.33  -.25     -.1   -.1  -.21  -.05    .0  -.13
1920  -.01  -.17   -.1   .02  -.21  -.23   .01  -.08  -.15  -.37    -.25  -.42    -.16  -.15  -.14   -.1   -.1  -.26
1921   .13  -.12  -.02    .0  -.11   .05   .13  -.31  -.08  -.05     -.2  -.12    -.06  -.08  -.14  -.04  -.04  -.11
1922  -.28   -.3  -.19   .11  -.24  -.17   .11  -.13  -.04  -.14    -.01  -.04    -.11  -.12  -.23  -.11  -.06  -.06
1923  -.16  -.18  -.14  -.35  -.14  -.21  -.37  -.26  -.26  -.01     .05   .05    -.16  -.17  -.13  -.21  -.28  -.07
1924  -.23  -.35  -.04  -.33  -.15  -.05   .01  -.03   .05  -.08    -.02  -.22    -.12   -.1  -.17  -.17  -.02  -.02
1925  -.32   -.3   -.2  -.05  -.23  -.29  -.26  -.03  -.29  -.23     .07   .27    -.16   -.2  -.28  -.16  -.19  -.15
1926   .28   .33    .2  -.02  -.21  -.11  -.05   .09   .07  -.07     .12  -.22     .03   .07   .29  -.01  -.02   .04
1927   -.1  -.11  -.27  -.23  -.17  -.15   .07  -.19   .01   .25     .26  -.14    -.07  -.07  -.14  -.22  -.09   .17
1928   .15   .12    .0   .02  -.31  -.43   .02   .04   .09    .0     .12   .05    -.01  -.03   .04   -.1  -.12   .07
1929  -.26  -.38  -.29  -.32  -.29  -.31  -.24  -.27  -.16    .1     .08  -.49    -.24  -.19   -.2   -.3  -.27    .0
1930  -.18  -.01   .06  -.16    .0  -.14  -.01  -.05  -.12  -.13     .22   .03    -.04  -.08  -.22  -.03  -.07  -.01
1931  -.02   -.2   .06  -.12  -.08   .08   .21   .19  -.08   .12    -.03    .2     .03   .01  -.06  -.05   .16    .0
1932   .51   -.1  -.03   .22  -.02  -.31  -.05  -.09   .14   .19      .0  -.06     .03   .06    .2   .06  -.15   .11
1933   -.2  -.08  -.08  -.07  -.05  -.12   .03  -.13  -.02   .01    -.27  -.41    -.12  -.09  -.11  -.07  -.08  -.09
1934  -.02   .07  -.19  -.23   .17  -.03   .17   .18    .0   .05     .16    .2     .05  -.01  -.12  -.08   .11   .07
1935   -.2   .34   .21  -.33  -.15  -.07  -.08  -.16  -.32   .04    -.18  -.07    -.08  -.06   .12  -.09   -.1  -.16
1936  -.14   -.3  -.08   .09  -.21  -.06   .33   .09   .05   .08      .1   .17     .01  -.01  -.17  -.07   .12   .08
1937   .01   .16  -.08  -.03   .11   .09   .04   .12   .28   .28     .36   .04     .11   .12   .11    .0   .08   .31
1938    .1   .12    .3   .37   .17  -.04   .11  -.02   .12    .4     .17  -.04     .15   .15   .09   .28   .02   .23
1939   .07  -.03  -.25  -.07    .1   .01  -.02  -.19  -.09  -.07    -.11   .41    -.02  -.06    .0  -.07  -.07  -.09
1940  -.14   .11   .13   .09   .12   .22   .33   .12   .18   .06     .09   .29     .13   .14   .12   .11   .23   .11
1941   .13   .23  -.01   .07   .11   .19   .36   .12  -.17   .15     .02   .12     .11   .13   .22   .06   .22    .0
1942   .29   .04   .02   .04   .09   .09   .12    .1    .1   .01     .19   .13      .1    .1   .15   .05    .1    .1
1943  -.14   .14  -.09   .08  -.04  -.09   .18   -.2   .09   .34     .14   .28     .06   .05   .04  -.01  -.04   .19
1944    .4    .2   .15    .0  -.04  -.06   .11   .12   .26   .26     .07  -.09     .12   .15   .29   .03   .06    .2
1945   .08  -.07   .04   .22  -.24  -.22  -.13    .3    .1   .09    -.01  -.26    -.01   .01  -.03   .01  -.02   .06
1946   .08   .06  -.08   .14   .12  -.08   .14  -.04   .05  -.11     .01  -.22      .0    .0  -.04   .06    .0  -.02
1947    .0   .13   .23   .19   .07   .04   .09   .08   .04   .28     .26  -.07     .11    .1  -.03   .17   .07    .2
1948   .26  -.06  -.21  -.06   .06   .14  -.08  -.14  -.03   .01    -.14  -.13    -.03  -.03   .05  -.07  -.03  -.05
1949    .1  -.27  -.09  -.25   -.1  -.17    .0  -.11  -.02   .03    -.06  -.11    -.09  -.09   -.1  -.15   -.1  -.02
1950  -.22  -.26  -.06  -.18   -.2  -.07  -.06  -.27  -.12  -.15    -.33  -.12    -.17  -.17   -.2  -.15  -.13   -.2
1951  -.35  -.42  -.13  -.02   .09  -.08  -.06   .16   .04   .11     .09   .23    -.03  -.06   -.3  -.02    .0   .08
1952   .16   .16  -.08  -.01  -.08  -.01   .13   .17   .16   .02    -.15    .0     .04   .06   .18  -.06    .1   .01
1953   .13   .11   .21   .21   .07   .08   .03   .17   .12   .09     .07   .23     .13   .11   .08   .16    .1    .1
1954  -.26  -.04  -.06  -.11  -.16  -.15  -.21  -.17  -.17   .04     .23  -.07    -.09  -.07  -.02  -.11  -.18   .03
1955   .26  -.06  -.33  -.13  -.13  -.15  -.09   .03   -.1   .05     -.2  -.24    -.09  -.08   .05   -.2  -.07  -.08
1956  -.16  -.25  -.26  -.22  -.23  -.06  -.06  -.31  -.07  -.19    -.16  -.14    -.17  -.18  -.22  -.23  -.14  -.14
1957   -.1    .0   .01   .16   .12   .19  -.07   .15   .14   .02     .19   .23     .09   .05  -.08   .09   .09   .12
1958   .44   .26    .2   .14    .1  -.15   .15  -.08  -.07   .11     .11  -.07      .1   .12   .31   .15  -.03   .05
1959   .04   .06   .25   .14  -.01   .11   .09    .0  -.15  -.05    -.08   .09     .04   .03   .01   .13   .07  -.09
1960   .05   .28  -.45  -.22  -.14  -.06   -.1    .1   .06   .12     -.1    .2    -.02  -.03   .14  -.27  -.02   .03
1961    .1   .22   .06   .09   .23   .12   .01   .05   .18   .17     .08  -.14      .1   .13   .17   .13   .06   .14
1962   .06   .21    .1   .13  -.11    .1  -.11  -.07   .07   .05     .13   .03     .05   .04   .04   .04  -.03   .08
1963  -.02   .25   -.2  -.21  -.13   .03   .09   .22   .32   .07     .05    .0     .04   .04   .09  -.18   .11   .15
1964  -.05  -.16  -.29  -.37  -.38  -.13  -.01  -.27  -.39  -.31    -.18  -.33    -.24  -.21  -.07  -.35  -.14  -.29
1965  -.02  -.16   -.1  -.26  -.09   -.1  -.26  -.06   -.2  -.09    -.13  -.19    -.14  -.15  -.17  -.15  -.14  -.14
1966  -.22  -.07   .12  -.13   -.1  -.05   .11  -.08  -.05  -.25    -.04  -.08    -.07  -.08  -.16  -.04  -.01  -.11
1967  -.06  -.27   .01  -.07   .14  -.13   .06   .02   .03   .16     .01  -.01    -.01  -.02  -.14   .03  -.01   .06
1968  -.18  -.16   .24   -.1  -.15  -.08  -.12  -.07  -.27   .06    -.08  -.24     -.1  -.08  -.12    .0  -.09  -.09
1969  -.19  -.27  -.13   .15   .12    .1  -.09  -.07   .01   .05     .07   .32     .01  -.04  -.23   .04  -.02   .04
1970   .08   .28   .09   .04  -.07   .09   .06   -.1   .16   .06     .01  -.13     .05   .08   .23   .02   .02   .07
1971  -.06  -.16  -.23  -.09  -.11  -.26   -.1   .05   .01  -.03    -.12  -.13     -.1   -.1  -.12  -.14   -.1  -.05
1972  -.35  -.33  -.08  -.07  -.05   .06   .01    .2   .05  -.09    -.09   .12    -.05  -.07  -.27  -.07   .09  -.04
1973   .23   .31   .31   .34   .28   .23   .17   .05   .08   .17     .07  -.05     .18    .2   .22   .31   .15   .11
1974  -.07  -.26  -.04  -.11    .0    .0    .0   .12  -.13  -.06    -.08  -.05    -.06  -.06  -.13  -.05   .04  -.09
1975   .05   .04   .14    .0   .27   .02  -.02  -.23  -.05  -.08    -.15  -.24    -.02  -.01   .01   .14  -.08   -.1
1976  -.07  -.13  -.37  -.26  -.27  -.22  -.21  -.26  -.18   -.4    -.23  -.07    -.22  -.24  -.15   -.3  -.23  -.27
1977    .1   .21   .23   .24    .3   .27   .24   .27  -.14  -.09     .15   .07     .15   .14   .08   .26   .26  -.03
1978   .06   .14   .22   .21   .17  -.03   .15  -.24   .09  -.03     .05   .03     .07   .07   .09    .2  -.04   .04
1979   .11  -.14    .2   .19  -.08   .13  -.02   .05   .17   .19     .24   .46     .12   .09    .0    .1   .05    .2
1980    .3   .35   .35   .35   .42   .14   .26   .22   .28   .13     .25   .16     .27   .29   .37   .38    .2   .22
1981   .59   .54   .59   .45   .27   .34   .51   .55   .23   .07     .19   .43      .4   .37   .43   .44   .47   .16
1982   .08    .2   -.1   .03   .28   .04   .15    .0  -.03  -.02      .1   .34     .09    .1   .24   .07   .06   .02
1983   .45   .39   .38   .34   .46   .26   .19   .51   .49   .19      .3   .17     .34   .36   .39   .39   .32   .33
1984    .2   .08   .31   .08   .48  -.08    .2   .23   .22   .17     .07  -.04     .16   .18   .15   .29   .12   .15
1985   .26  -.01   .21   .14   .09    .2   .02   .35   .18   .08     .01   .08     .14   .13   .07   .15   .19   .09
1986    .3   .49   .31   .32   .18   .08    .1   .18   .01   .04     .03   .12     .18   .18   .29   .27   .12   .03
1987   .35    .5   .23   .38   .25   .44   .48   .11   .28   .31     .29   .48     .34   .31   .32   .29   .35   .29
1988    .6   .38    .6   .42   .57   .52   .34   .36   .45   .46     .08   .28     .42   .44   .49   .53   .41   .33
1989   .13   .36   .31   .26    .1   .11   .37   .46   .48    .3     .11   .34     .28   .27   .26   .22   .31    .3
1990   .47   .38   .85   .63   .45   .41   .62    .4   .19   .53     .56   .43     .49   .49    .4   .64   .48   .43
1991   .43   .48    .4   .62   .35   .63   .67   .51   .43   .25     .23   .26     .44   .45   .45   .46   .61    .3
1992   .45   .42   .47   .21   .16   .26   .01   .08  -.15  -.05     -.1   .16     .16   .17   .38   .28   .11   -.1
1993   .31    .3   .37   .26   .21   .09   .18   .16   .01   .18     .03   .09     .18   .19   .26   .28   .14   .07
1994   .37   .08   .24   .35   .21   .53   .31   .12   .46    .4     .34   .33     .31   .29   .18   .26   .32    .4
1995   .44   .73   .42   .48   .18   .33    .7   .43   .36   .57     .42   .29     .45   .45    .5   .36   .49   .45
1996   .33   .43   .35   .19   .27   .17   .48   .49   .29   .28     .39   .37     .34   .33   .35   .27   .38   .32
1997   .38   .48   .52    .3   .26   .48    .2   .32   .26   .36      .5    .5     .38   .37   .41   .36   .33   .37
1998   .59   .93   .69    .8   .76   .71    .8   .71   .43   .53     .53   .69     .68   .66   .67   .75   .74    .5
1999    .5   .71   .27   .35   .28   .43   .37   .43   .38    .4     .34   .34      .4   .43   .63    .3   .41   .38
2000    .1   .61   .39   .57   .31   .51   .41   .18   .45   .11     .24    .3     .35   .35   .35   .43   .36   .27
