        GLOBAL Land-Ocean Temperature Index in 0.01 degrees Celsius   base period: 1951-1980
     
                    sources:  GHCN-v3 1880-11/2015 + SST: ERSST v4 1880-11/2015
                    using elimination of outliers and homogeneity adjustment
                    Notes: 1950 DJF = Dec 1949 - Feb 1950 ;  ***** = missing
     
Year   Jan   Feb   Mar   Apr   May   Jun   Jul   Aug   Sep   Oct     Nov   Dec     J-D   D-N   DJF   MAM   JJA   SON
1966  -.17  -.01   .04  -.14  -.09   .02   .08  -.11  -.02  -.15    -.03  -.06    -.05  -.05  -.08  -.06    .0  -.07
1967  -.08   -.2   .04  -.06   .12  -.08  -.01   .02  -.04   .07    -.06  -.02    -.03  -.03  -.11   .03  -.02  -.01
1968  -.23  -.15   .21  -.05   -.1  -.06   -.1  -.11  -.19   .11    -.05  -.15    -.07  -.06  -.13   .02  -.09  -.04
1969  -.11  -.14   .01   .18   .19   .04  -.02   .03    .1   .09     .11   .27     .06   .03  -.13   .13   .02    .1
1970    .1   .23   .08   .09  -.05  -.02  -.04   -.1   .11   .05     .01  -.14     .03   .06    .2   .04  -.05   .06
1971  -.03  -.21  -.19   -.1  -.07  -.18  -.13  -.03    .0  -.06    -.05  -.08    -.09   -.1  -.13  -.12  -.11  -.03
1972  -.26  -.17   .03  -.01  -.01   .04   .02   .18   .04   .07     .01   .18     .01  -.01  -.17    .0   .08   .04
1973   .27   .31   .25   .26   .26   .16   .09   .02   .06   .12     .05  -.06     .15   .17   .25   .25   .09   .08
1974  -.14  -.28  -.05   -.1    .0  -.05  -.03   .11  -.13  -.07    -.07   -.1    -.08  -.07  -.16  -.05   .01  -.09
1975   .08   .07   .15   .06   .17    .0  -.02  -.21  -.02  -.09    -.15  -.17    -.01  -.01   .01   .12  -.08  -.09
1976  -.01  -.06  -.21  -.09  -.23  -.15   -.1  -.16  -.09  -.26    -.06   .08    -.11  -.13  -.08  -.17  -.14  -.14
1977   .17   .21   .25   .27    .3   .25   .23    .2   .03   .05      .2   .05     .19   .19   .16   .27   .23   .09
1978   .08   .13   .22   .14   .07  -.02   .07  -.19   .06   .02     .18   .11     .07   .07   .09   .14  -.04   .08
1979   .15  -.07   .18   .12   .06   .14   .02   .14   .26   .26     .29   .48     .17   .14   .06   .12    .1   .27
1980    .3   .42   .29   .33   .35   .18   .29   .26   .23   .19     .29    .2     .28    .3    .4   .32   .24   .23
1981   .55   .41   .49   .32   .23   .31   .35   .33   .18   .14     .22    .4     .33   .31   .39   .35   .33   .18
1982   .09   .16  -.02   .09   .15   .04   .13   .09   .16   .13     .13   .43     .13   .13   .21   .07   .09   .14
1983   .52    .4   .42    .3   .36   .19   .15   .31   .38   .16     .31   .17     .31   .33   .45   .36   .22   .28
1984   .31   .17   .29    .1   .34   .06   .15   .15   .19   .15     .03  -.06     .16   .18   .22   .24   .12   .13
1985   .21  -.05   .17    .1   .18   .17   .01   .14   .15   .13      .1   .16     .12    .1   .03   .15   .11   .12
1986    .3   .38   .29   .25   .26   .13   .13   .12   .01   .14      .1   .15     .19   .19   .28   .27   .13   .09
1987   .36   .47   .17   .26   .25   .35   .46   .27    .4   .33     .25   .48     .34   .31   .33   .23   .36   .33
1988   .58   .42   .49   .44   .44   .42   .35   .44    .4   .37     .11   .33      .4   .41   .49   .46    .4    .3
1989   .16   .35   .36   .33   .17   .15   .33   .35   .37   .33     .19   .36     .29   .28   .28   .29   .27    .3
1990    .4    .4   .76   .54   .45   .37   .43    .3   .29   .42     .45   .41     .44   .43   .39   .58   .37   .39
1991   .42    .5   .35   .51   .39   .54   .51   .42   .48   .31     .31   .33     .42   .43   .44   .42   .49   .37
1992   .45   .42   .46   .23   .32   .24   .13   .09  -.01    .1     .04   .22     .22   .23    .4   .34   .15   .04
1993   .37   .38   .36   .27   .26   .23   .26   .14    .1   .22     .07   .19     .24   .24   .32    .3   .21   .13
1994   .31   .03   .26    .4   .28   .41   .31   .22   .33   .42     .45   .36     .32    .3   .18   .31   .31    .4
1995   .51   .78   .45   .46   .29   .44   .49   .49   .34   .49     .44    .3     .46   .46   .55    .4   .47   .42
1996   .27   .49   .34   .36   .29   .26   .36    .5   .26   .21     .41    .4     .34   .34   .35   .33   .37   .29
1997   .32   .37   .51   .37   .38   .54   .36   .41   .56   .64     .65   .59     .48   .46   .37   .42   .44   .62
1998   .61   .88   .62   .64    .7   .77    .7   .69   .46   .46     .49   .57     .63   .63    .7   .65   .72   .47
1999   .48   .67   .33   .34   .32   .37   .41   .35   .43   .42      .4   .47     .42   .43   .57   .33   .38   .42
2000   .26   .59   .59   .59   .39   .43   .42   .43   .43   .29     .33    .3     .42   .44   .44   .53   .42   .35
2001   .44   .46   .57   .52   .59   .54    .6   .49   .55   .51      .7   .54     .54   .52    .4   .56   .54   .59
2002   .74   .76    .9   .58   .65   .55   .61   .54   .64   .56     .59   .42     .63   .64   .68   .71   .57    .6
2003   .72   .55   .57   .54   .63   .48   .55   .66   .67   .75     .54   .73     .62   .59   .56   .58   .56   .65
2004   .58   .69   .65   .62   .42   .42   .27   .45   .53   .66     .72   .51     .54   .56   .67   .56   .38   .63
2005   .72   .58   .69   .69   .64   .65   .65   .62   .76   .79     .75   .67     .68   .67    .6   .67   .64   .77
2006   .56   .71   .63   .49   .47   .64   .55   .71   .64    .7     .73   .77     .63   .62   .65   .53   .63   .69
2007   .96   .69    .7   .75   .68   .58   .62   .61   .64    .6     .57   .49     .66   .68   .81   .71    .6   .61
2008   .26   .35   .74   .53   .51   .47    .6   .44   .64   .67     .67   .54     .54   .53   .37   .59   .51   .66
2009   .61   .53   .53    .6   .64   .66   .72   .67    .7   .65     .78   .65     .64   .64   .56   .59   .68   .71
2010   .73   .79   .92   .87   .75   .64   .61   .65   .62   .71     .79   .49     .72   .73   .72   .85   .63   .71
2011    .5   .51   .63   .65   .53   .58   .74   .73   .57   .66     .55   .53      .6    .6    .5   .61   .68   .59
2012   .45   .48   .57   .68   .76   .62   .56   .63   .74   .79     .74   .51     .63   .63   .49   .67    .6   .76
2013   .66   .56   .64   .52   .61   .65   .59   .66   .77   .69      .8   .66     .65   .64   .58   .59   .63   .75
2014   .73    .5   .77   .78   .86   .66   .58   .82    .9   .85     .68   .78     .74   .73   .63    .8   .68   .81
2015   .81   .87    .9   .73   .78   .77   .73   .77   .82  1.06    1.05     *       *   .84   .82    .8   .76   .98
