Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,J-D,D-N,DJF,MAM,JJA,SON
1900,-.54,-.03,-.18,-.17,-.16,-.12,-.34,-.17,-.07,.16,-.11,-.06,-.15,-.16,-.26,-.17,-.21,.0
1901,-.23,-.11,-.12,-.09,-.23,.01,-.24,-.2,.03,-.18,-.14,-.21,-.14,-.13,-.13,-.15,-.15,-.09
1902,-.32,-.04,-.19,-.2,-.32,-.39,-.47,-.52,-.41,-.47,-.5,-.56,-.37,-.34,-.19,-.24,-.46,-.46
1903,-.36,-.15,-.19,-.57,-.47,-.65,-.32,-.44,-.43,-.5,-.49,-.63,-.43,-.43,-.36,-.41,-.47,-.47
1904,-.8,-.76,-.57,-.46,-.66,-.49,-.62,-.51,-.45,-.53,-.26,-.4,-.54,-.56,-.73,-.56,-.54,-.41
1905,-.43,-1.0,-.25,-.32,-.37,-.33,-.44,-.31,-.25,-.38,-.09,-.27,-.37,-.38,-.61,-.31,-.36,-.24
1906,-.19,-.38,-.37,.04,-.21,-.23,-.22,-.19,-.3,-.19,-.55,-.27,-.26,-.26,-.28,-.18,-.21,-.35
1907,-.51,-.69,-.47,-.63,-.61,-.67,-.42,-.57,-.4,-.34,-.61,-.66,-.55,-.52,-.49,-.57,-.55,-.45
1908,-.38,-.33,-.54,-.47,-.34,-.44,-.4,-.42,-.18,-.43,-.61,-.42,-.41,-.43,-.46,-.45,-.42,-.41
1909,-.79,-.6,-.51,-.62,-.59,-.42,-.35,-.11,-.21,-.19,-.18,-.54,-.43,-.42,-.6,-.57,-.29,-.19
1910,-.48,-.4,-.47,-.33,-.28,-.35,-.22,-.14,-.1,-.3,-.53,-.67,-.36,-.35,-.47,-.36,-.24,-.31
1911,-.66,-.67,-.61,-.52,-.39,-.38,-.18,-.26,-.26,-.17,-.14,-.26,-.38,-.41,-.67,-.51,-.27,-.19
1912,-.21,-.14,-.43,-.3,-.21,-.26,-.49,-.62,-.35,-.47,-.45,-.32,-.36,-.35,-.2,-.31,-.46,-.43
1913,-.43,-.49,-.59,-.32,-.63,-.6,-.23,-.2,-.19,-.29,-.16,.04,-.34,-.37,-.41,-.51,-.34,-.21
1914,.15,-.04,-.05,-.19,-.03,-.07,-.21,-.08,-.08,.14,-.32,-.21,-.08,-.06,.05,-.09,-.12,-.09
1915,-.18,.04,-.09,-.03,-.21,-.19,.06,-.18,.03,-.08,.06,-.1,-.07,-.08,-.12,-.11,-.1,.0
1916,-.1,-.12,-.43,-.29,-.35,-.47,-.34,-.11,-.15,-.15,-.39,-.78,-.31,-.25,-.11,-.36,-.31,-.23
1917,-.52,-.73,-.81,-.54,-.8,-.45,.02,-.38,-.31,-.47,-.34,-.91,-.52,-.51,-.68,-.72,-.27,-.37
1918,-.63,-.61,-.51,-.55,-.76,-.42,-.47,-.47,-.19,.03,-.26,-.33,-.43,-.48,-.72,-.61,-.45,-.14
1919,-.28,-.27,-.14,-.15,-.17,-.17,-.07,-.08,-.21,-.05,-.42,-.29,-.19,-.2,-.29,-.16,-.11,-.23
1920,-.12,-.32,-.25,-.21,-.37,-.37,-.2,-.18,-.19,-.43,-.33,-.47,-.29,-.27,-.24,-.27,-.25,-.32
1921,-.03,-.2,-.12,-.2,-.21,-.11,.02,-.45,-.16,-.12,-.3,-.18,-.17,-.2,-.23,-.18,-.18,-.19
1922,-.41,-.45,-.32,-.12,-.42,-.32,-.07,-.27,-.17,-.27,-.12,-.17,-.26,-.26,-.35,-.28,-.22,-.19
1923,-.29,-.24,-.23,-.52,-.34,-.32,-.51,-.38,-.31,-.12,-.03,-.06,-.28,-.29,-.23,-.36,-.4,-.15
1924,-.26,-.42,-.15,-.51,-.29,-.17,-.17,-.17,-.1,-.16,-.08,-.3,-.23,-.21,-.25,-.32,-.17,-.11
1925,-.45,-.39,-.3,-.18,-.37,-.43,-.41,-.11,-.3,-.34,-.03,.18,-.26,-.3,-.38,-.28,-.32,-.22
1926,.24,.29,.2,-.12,-.38,-.23,-.17,.01,.01,-.14,.01,-.27,-.05,-.01,.24,-.1,-.13,-.04
1927,-.19,-.17,-.37,-.37,-.31,-.28,-.09,-.29,-.12,.15,.08,-.25,-.19,-.19,-.21,-.35,-.22,.04
1928,.03,-.01,-.12,-.13,-.4,-.54,-.05,-.05,.02,-.05,.06,-.07,-.11,-.12,-.08,-.22,-.21,.01
1929,-.29,-.48,-.38,-.44,-.42,-.43,-.38,-.39,-.21,.0,-.08,-.6,-.34,-.3,-.28,-.41,-.4,-.1
1930,-.23,-.19,-.07,-.21,-.17,-.23,-.2,-.2,-.15,-.29,.09,-.08,-.16,-.2,-.34,-.15,-.21,-.12
1931,-.13,-.27,-.07,-.28,-.18,-.09,.07,.08,-.18,.06,-.15,.08,-.09,-.1,-.16,-.18,.02,-.09
1932,.36,-.27,-.22,.03,-.23,-.47,-.23,-.2,.01,.06,-.11,-.17,-.12,-.1,.06,-.14,-.3,-.01
1933,-.33,-.25,-.22,-.19,-.15,-.27,-.14,-.21,-.12,-.08,-.39,-.54,-.24,-.21,-.25,-.19,-.21,-.2
1934,-.16,-.12,-.36,-.37,-.03,-.2,-.01,.03,-.09,-.07,.04,.11,-.1,-.16,-.27,-.25,-.06,-.04
1935,-.32,.21,.02,-.49,-.35,-.23,-.26,-.23,-.4,-.06,-.34,-.17,-.22,-.2,.0,-.28,-.24,-.27
1936,-.31,-.46,-.2,-.05,-.3,-.15,.22,.02,.0,.03,.04,.07,-.09,-.11,-.31,-.18,.03,.02
1937,-.1,.04,-.21,-.2,-.04,-.04,-.09,.04,.23,.18,.27,-.07,.0,.01,.0,-.15,-.03,.23
1938,.0,.02,.2,.24,.08,-.11,.01,-.07,.09,.32,.1,-.11,.07,.07,-.02,.18,-.06,.17
1939,-.01,-.14,-.36,-.17,.0,-.08,-.12,-.26,-.11,-.09,-.15,.35,-.1,-.13,-.09,-.18,-.15,-.12
1940,-.19,.08,.12,.01,.04,.15,.2,.08,.16,.04,.04,.22,.08,.09,.08,.06,.14,.08
1941,.02,.21,-.13,-.01,.08,.12,.27,.04,-.2,.09,-.05,.02,.04,.06,.15,-.02,.14,-.05
1942,.23,-.02,-.03,-.02,.02,.07,.06,.09,.07,-.01,.11,.07,.05,.05,.08,-.01,.07,.06
1943,-.19,.06,-.15,.02,-.1,-.1,.1,-.17,.05,.28,.09,.21,.01,.0,-.02,-.08,-.06,.14
1944,.33,.13,.1,-.07,-.07,-.11,.02,.05,.22,.22,.01,-.16,.06,.09,.22,-.01,-.01,.15
1945,.02,-.11,-.01,.12,-.27,-.29,-.22,.2,.04,.03,-.07,-.34,-.08,-.06,-.09,-.06,-.11,.0
1946,.02,-.03,-.15,.04,.02,-.15,.03,-.11,.0,-.17,-.07,-.27,-.07,-.08,-.12,-.03,-.08,-.08
1947,-.08,.06,.21,.14,-.01,-.04,.02,.01,.02,.25,.23,-.13,.06,.05,-.1,.12,.0,.16
1948,.22,-.14,-.28,-.13,-.02,.05,-.16,-.19,-.03,-.03,-.18,-.16,-.09,-.09,-.02,-.14,-.1,-.08
1949,.05,-.35,-.08,-.26,-.2,-.23,-.09,-.14,-.07,.0,-.07,-.13,-.13,-.13,-.15,-.18,-.16,-.04
1950,-.28,-.34,-.09,-.24,-.24,-.14,-.13,-.35,-.19,-.21,-.39,-.18,-.23,-.23,-.25,-.19,-.21,-.26
1951,-.37,-.46,-.17,-.06,.06,-.12,-.11,.1,.0,.05,.01,.15,-.08,-.1,-.34,-.05,-.04,.02
1952,.09,.12,-.17,-.07,-.13,-.1,.04,.09,.13,-.03,-.21,-.04,-.02,-.01,.12,-.12,.01,-.04
1953,.11,.07,.15,.1,-.03,.01,-.03,.1,.08,.06,.02,.15,.07,.05,.04,.07,.03,.05
1954,-.29,-.08,-.12,-.15,-.2,-.21,-.26,-.17,-.17,.01,.18,-.1,-.13,-.11,-.07,-.16,-.22,.01
1955,.24,-.09,-.36,-.16,-.14,-.17,-.13,.14,-.12,.02,-.25,-.28,-.11,-.09,.02,-.22,-.05,-.11
1956,-.23,-.31,-.32,-.26,-.27,-.1,-.1,-.32,-.1,-.22,-.21,-.18,-.22,-.23,-.27,-.28,-.17,-.18
1957,-.13,-.06,-.08,.03,-.01,.15,-.09,.2,.13,-.01,.15,.18,.04,.01,-.12,-.02,.08,.09
1958,.38,.23,.17,.1,.11,-.2,.04,-.13,-.1,.07,.07,-.08,.05,.08,.26,.13,-.1,.01
1959,.03,.07,.25,.19,-.01,.09,.08,.0,-.12,-.1,-.1,.1,.04,.02,.01,.14,.06,-.11
1960,.08,.26,-.47,-.21,-.15,-.02,-.12,.08,.07,.13,-.1,.18,-.02,-.03,.15,-.28,-.02,.03
1961,.09,.23,.04,.14,.19,.08,-.01,.04,.16,.08,.07,-.14,.08,.11,.17,.12,.04,.1
1962,.07,.16,.09,.06,-.11,.04,-.12,-.08,-.01,.0,.08,.0,.01,.0,.03,.01,-.06,.02
1963,-.02,.22,-.24,-.19,-.14,.01,.06,.15,.21,.07,.05,-.07,.01,.02,.07,-.19,.07,.11
1964,-.07,-.17,-.3,-.37,-.35,-.16,-.08,-.33,-.36,-.34,-.21,-.34,-.26,-.23,-.1,-.34,-.19,-.31
1965,-.06,-.18,-.13,-.29,-.16,-.18,-.24,-.09,-.24,-.11,-.13,-.2,-.17,-.18,-.19,-.19,-.17,-.16
1966,-.25,-.04,.12,-.11,-.09,-.02,.1,-.13,-.05,-.27,-.07,-.08,-.07,-.08,-.16,-.03,-.02,-.13
1967,-.09,-.25,.01,-.1,.15,-.12,.04,.03,-.01,.11,.01,-.01,-.02,-.02,-.14,.02,-.02,.04
1968,-.2,-.16,.32,-.09,-.18,-.1,-.12,-.09,-.29,.05,-.08,-.22,-.1,-.08,-.12,.02,-.1,-.11
1969,-.17,-.26,-.09,.1,.13,.02,-.03,-.1,.01,.06,.08,.34,.01,-.04,-.22,.05,-.04,.05
1970,.05,.27,.11,.12,-.06,.14,.08,-.07,.15,.1,.03,-.11,.07,.1,.22,.05,.05,.09
1971,-.03,-.15,-.21,-.06,-.07,-.21,-.11,.03,.04,-.03,-.12,-.06,-.08,-.08,-.1,-.11,-.09,-.04
1972,-.32,-.31,-.06,-.07,-.01,.08,.05,.19,.06,-.04,-.07,.14,-.03,-.05,-.23,-.05,.11,-.02
1973,.25,.32,.36,.35,.35,.3,.22,.07,.12,.21,.1,-.02,.22,.23,.24,.35,.2,.14
1974,-.04,-.22,.0,-.07,.03,.04,-.01,.14,-.15,-.06,-.06,-.04,-.04,-.03,-.09,-.01,.06,-.09
1975,.09,.1,.16,.05,.28,.07,.08,-.25,-.01,-.03,-.06,-.22,.02,.04,.05,.16,-.03,-.03
1976,-.01,-.07,-.3,-.22,-.24,-.17,-.14,-.22,-.15,-.37,-.17,-.03,-.17,-.19,-.1,-.25,-.18,-.23
1977,.13,.23,.31,.31,.31,.33,.3,.31,-.08,.01,.25,.15,.21,.2,.11,.31,.31,.06
1978,.13,.18,.28,.25,.21,.06,.2,-.16,.17,.05,.17,.11,.14,.14,.16,.24,.03,.13
1979,.18,-.09,.24,.2,.08,.23,.04,.13,.29,.28,.31,.54,.2,.17,.07,.17,.13,.29
1980,.36,.45,.42,.46,.47,.23,.37,.33,.35,.23,.28,.17,.34,.37,.45,.45,.31,.29
1981,.61,.57,.68,.5,.31,.39,.51,.52,.29,.13,.25,.49,.44,.41,.45,.5,.48,.22
1982,.13,.26,-.02,.02,.25,.03,.19,.09,.1,.02,.11,.4,.13,.14,.29,.08,.1,.08
1983,.5,.41,.47,.4,.49,.29,.21,.48,.57,.32,.33,.17,.39,.41,.44,.45,.33,.41
1984,.25,.16,.38,.17,.48,.05,.18,.28,.27,.23,.1,.03,.22,.23,.2,.34,.17,.2
1985,.31,.05,.26,.19,.23,.28,.06,.35,.26,.16,.1,.16,.2,.19,.13,.23,.23,.17
1986,.38,.5,.37,.42,.32,.15,.15,.19,.01,.12,.11,.2,.24,.24,.34,.37,.17,.08
1987,.43,.53,.24,.39,.29,.55,.59,.25,.35,.35,.3,.56,.4,.37,.39,.31,.46,.33
1988,.66,.48,.56,.49,.62,.58,.44,.55,.54,.51,.14,.35,.49,.51,.56,.55,.53,.4
1989,.28,.45,.46,.42,.22,.18,.46,.51,.53,.44,.21,.38,.38,.38,.36,.37,.38,.39
1990,.51,.42,.86,.62,.52,.46,.62,.43,.3,.52,.52,.46,.52,.51,.43,.67,.5,.45
1991,.48,.61,.47,.71,.43,.7,.63,.56,.61,.34,.32,.34,.52,.53,.52,.54,.63,.43
1992,.5,.43,.54,.23,.26,.29,.08,.14,-.06,.07,.02,.25,.23,.24,.42,.34,.17,.01
1993,.38,.41,.34,.3,.27,.26,.38,.22,.1,.22,.09,.21,.27,.27,.35,.3,.29,.14
1994,.39,.08,.25,.52,.25,.56,.4,.23,.44,.41,.51,.43,.37,.35,.23,.34,.4,.45
1995,.56,.89,.5,.58,.38,.51,.63,.58,.46,.67,.52,.4,.56,.56,.63,.49,.57,.55
1996,.41,.6,.45,.48,.34,.33,.55,.77,.41,.33,.49,.52,.47,.46,.47,.42,.55,.41
1997,.47,.54,.65,.38,.42,.66,.34,.43,.5,.6,.71,.69,.53,.52,.51,.48,.48,.6
1998,.71,1.19,.82,.83,.94,1.04,.91,.87,.6,.68,.65,.81,.84,.83,.87,.87,.94,.64
1999,.68,.87,.48,.43,.49,.63,.65,.55,.67,.63,.58,.53,.6,.62,.79,.47,.61,.63
2000,.31,.79,.69,.76,.56,.69,.63,.6,.57,.34,.48,.47,.57,.58,.54,.67,.64,.46
2001,.59,.64,.69,.62,.73,.66,.71,.66,.7,.62,.84,.73,.68,.66,.57,.68,.67,.72
2002,.97,.91,1.12,.8,.87,.66,.82,.69,.82,.64,.69,.54,.79,.81,.87,.93,.72,.71
2003,.91,.74,.71,.69,.87,.64,.65,.86,.83,.89,.66,.85,.77,.75,.73,.76,.72,.79
2004,.71,.92,.85,.76,.48,.64,.24,.58,.59,.83,.87,.67,.68,.69,.83,.7,.49,.76
2005,.97,.88,.93,.84,.75,.82,.8,.75,.96,.99,.9,.89,.87,.85,.84,.84,.79,.95
2006,.74,.93,.81,.67,.5,.77,.68,.83,.72,.84,.87,.93,.77,.77,.85,.66,.76,.81
2007,1.23,.92,.91,.93,.94,.66,.78,.86,.82,.8,.69,.7,.85,.87,1.02,.93,.77,.77
2008,.49,.44,.91,.66,.57,.52,.72,.4,.8,.74,.8,.72,.65,.64,.54,.71,.54,.78
2009,.75,.76,.65,.75,.79,.82,.86,.86,.91,.73,.85,.75,.79,.79,.74,.73,.85,.83
2010,.95,1.04,1.13,1.01,.96,.86,.74,.83,.88,.96,1.0,.7,.92,.93,.92,1.03,.81,.94
2011,.73,.66,.77,.84,.65,.74,.91,.96,.78,.85,.78,.79,.79,.78,.7,.75,.87,.8
2012,.61,.58,.71,.8,.96,.71,.58,.86,.9,.95,.94,.72,.78,.78,.66,.82,.72,.93
2013,.98,.78,.86,.67,.68,.88,.66,.79,.99,.86,.87,.84,.82,.81,.82,.73,.78,.91
2014,.95,.64,.8,.89,1.04,.77,.73,.86,1.07,1.04,.82,.97,.88,.87,.81,.91,.79,.98
2015,.94,1.07,1.1,.79,.88,.86,.77,.86,.81,1.18,1.21,1.42,.99,.95,1.0,.92,.83,1.07
2016,1.34,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
